movie_title,title_year,main_genre,duration,content_rating,Rate,imdb_score,budget,Profit,num_critic_for_reviews,num_user_for_reviews,num_voted_users,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes
The Yards,2000,Crime,115.0,R,Average,6.4,24000000,-23117290,93.0,138.0,16215,401,115,9000,1000.0
Take Me Home Tonight,2011,Comedy,97.0,R,Average,6.3,23000000,-16076109,136.0,83.0,43867,0,31,2000,2000.0
My Stepmother Is an Alien,1988,Comedy,105.0,PG-13,Average,5.2,20000000,-6146000,15.0,55.0,21079,818,121,11000,3000.0
The Shallows,2016,Drama,86.0,PG-13,High,6.8,17000000,37257433,186.0,139.0,12983,0,174,619,350.0
Sphinx,1981,Adventure,118.0,PG,Average,5.2,14000000,-13200000,2.0,21.0,892,106,76,902,488.0
Darkness Falls,2003,Horror,96.0,PG-13,Average,4.9,11000000,21131483,140.0,369.0,25870,2000,474,1000,970.0
Memento,2000,Mystery,113.0,R,High,8.5,9000000,16530884,274.0,2067.0,845580,40000,22000,716,651.0
Maggie,2015,Drama,95.0,PG-13,Average,5.6,8500000,-8368825,256.0,200.0,30219,22000,9,584,430.0
The Real Cancun,2003,Documentary,96.0,R,Low,2.7,8000000,-4286998,52.0,62.0,3611,131,2,960,12.0
House of D,2004,Comedy,96.0,PG-13,High,7.0,6000000,-5628919,46.0,86.0,7479,857,0,49000,1000.0
The Signal,2014,Sci-Fi,97.0,PG-13,Average,6.1,4000000,-3593701,161.0,180.0,48236,10000,18,852,680.0
The Color of Money,1986,Drama,119.0,R,High,7.0,13800000,38493982,59.0,115.0,57831,0,17000,10000,970.0
Michael Clayton,2007,Crime,119.0,R,High,7.3,25000000,24024969,299.0,363.0,133367,0,209,1000,896.0
Oscar and Lucinda,1997,Drama,132.0,R,High,6.7,16000000,-14491311,28.0,50.0,5648,329,44,1000,653.0
Sorority Row,2009,Horror,101.0,R,Average,5.1,16000000,-4043793,167.0,126.0,24012,0,10,1000,668.0
Salvation Boulevard,2011,Action,96.0,R,Average,5.3,9000000,-8972555,48.0,31.0,3788,1000,3,472,39.0
Freddy's Dead: The Final Nightmare,1991,Comedy,93.0,R,Average,4.9,8500000,26372293,91.0,252.0,30765,963,54,40000,618.0
Gangs of New York,2002,Crime,216.0,R,High,7.5,100000000,-22320362,233.0,1166.0,314033,0,17000,29000,14000.0
Elizabethtown,2005,Comedy,123.0,PG-13,Average,6.4,57000000,-30161611,190.0,495.0,58658,0,488,5000,4000.0
Scary Movie 3,2003,Comedy,84.0,PG-13,Average,5.5,48000000,62000082,151.0,347.0,111526,0,119,807,780.0
The Skeleton Key,2005,Horror,104.0,PG-13,Average,6.5,43000000,4806295,193.0,371.0,87447,0,34,545,351.0
True Grit,2010,Adventure,110.0,PG-13,High,7.7,38000000,133031347,493.0,724.0,240962,36000,1000,13000,12000.0
The Order,2003,Action,102.0,R,Average,5.1,38000000,-30340253,112.0,204.0,14962,704,241,13000,891.0
1941,1979,Action,142.0,PG,Average,5.9,35000000,-32298102,56.0,217.0,25193,2000,14000,16000,1000.0
Se7en,1995,Crime,127.0,R,High,8.6,33000000,67125340,216.0,1080.0,1023511,39000,21000,11000,11000.0
Star Trek VI: The Undiscovered Country,1991,Action,110.0,PG,High,7.2,30000000,44888996,112.0,188.0,55513,0,120,12000,1000.0
Darling Lili,1970,Comedy,143.0,G,Average,6.2,25000000,-20000000,22.0,50.0,1547,104,688,638,50.0
Dances with Wolves,1990,Adventure,236.0,PG-13,High,8.0,22000000,162208848,92.0,382.0,186485,0,0,933,839.0
Diary of a Wimpy Kid: Rodrick Rules,2011,Comedy,99.0,PG,Average,6.6,21000000,31691009,103.0,45.0,18727,0,42,975,569.0
Home Alone,1990,Comedy,103.0,PG,High,7.5,18000000,267761243,102.0,305.0,311075,20000,0,3000,1000.0
Chairman of the Board,1998,Comedy,95.0,PG-13,Low,2.3,10000000,-9693285,12.0,62.0,5143,724,43,1000,788.0
Sunshine Cleaning,2008,Comedy,91.0,R,High,6.9,8000000,4055108,195.0,134.0,61151,0,19,968,935.0
The Beastmaster,1982,Action,90.0,PG,Average,6.2,8000000,2751126,44.0,87.0,15345,0,152,21000,982.0
Not Easily Broken,2009,Drama,99.0,PG-13,Average,6.1,8000000,2572742,45.0,21.0,2326,738,1000,849,578.0
Wrong Turn,2003,Horror,84.0,R,Average,6.1,12600000,2817771,191.0,540.0,87494,0,36,2000,683.0
Men of War,1994,Action,76.0,R,Average,5.8,8600000,-8600000,19.0,38.0,2989,176,17,636,472.0
Hellboy II: The Golden Army,2008,Action,120.0,PG-13,High,7.0,85000000,-9245330,345.0,342.0,208422,3000,0,3000,169.0
Jumper,2008,Action,88.0,PG-13,Average,6.1,85000000,-4829854,238.0,488.0,243053,0,218,17000,4000.0
The Simpsons Movie,2007,Adventure,87.0,PG-13,High,7.4,75000000,108132370,299.0,763.0,259083,0,30,745,440.0
Funny People,2009,Comedy,153.0,R,Average,6.4,75000000,-23185810,230.0,301.0,100837,0,0,11000,561.0
Body of Lies,2008,Action,128.0,R,High,7.1,70000000,-30619558,238.0,263.0,174248,0,0,29000,149.0
The Express,2008,Biography,130.0,PG,High,7.3,40000000,-30410125,86.0,45.0,16673,0,39,2000,898.0
What to Expect When You're Expecting,2012,Comedy,110.0,PG-13,Average,5.7,40000000,1102171,170.0,89.0,57266,14000,52,10000,2000.0
The Big Wedding,2013,Comedy,89.0,R,Average,5.6,35000000,-13215568,133.0,108.0,37493,0,16,49000,22000.0
My Sister's Keeper,2009,Drama,109.0,PG-13,High,7.4,30000000,19185998,148.0,184.0,74476,15000,415,673,489.0
Knocked Up,2007,Comedy,133.0,R,High,7.0,30000000,118734225,251.0,559.0,298590,0,0,11000,985.0
1408,2007,Fantasy,114.0,PG-13,High,6.8,25000000,46975611,314.0,580.0,209396,11000,101,129,
Superbad,2007,Comedy,119.0,R,High,7.6,20000000,101463226,256.0,555.0,422606,0,99,15000,833.0
Solitary Man,2009,Comedy,90.0,R,Average,6.4,15000000,-10639452,116.0,60.0,13371,0,34,966,681.0
Hostel: Part II,2007,Horror,94.0,R,Average,5.4,10000000,7544812,252.0,384.0,69989,0,0,1000,683.0
Blue Valentine,2010,Drama,112.0,R,High,7.4,3500000,6201559,377.0,283.0,141425,25000,310,33000,2000.0
Yesterday Was a Lie,2008,Drama,89.0,PG,Average,5.4,2500000,-2500000,25.0,10.0,374,83,0,236,189.0
Terminator 2: Judgment Day,1991,Action,153.0,R,High,8.5,102000000,102843350,210.0,983.0,744891,13000,0,780,604.0
Tropic Thunder,2008,Action,121.0,R,High,7.0,92000000,18416702,308.0,577.0,307539,0,0,21000,1000.0
Adaptation.,2002,Comedy,81.0,R,High,7.7,19000000,3245861,241.0,710.0,143251,0,0,12000,11000.0
Charlie's Angels,2000,Action,94.0,PG-13,Average,5.5,92000000,33305545,181.0,643.0,145350,0,368,13000,1000.0
Sphere,1998,Drama,134.0,PG-13,Average,6.0,75000000,-38023633,108.0,274.0,81611,0,272,548,270.0
The Flintstones in Viva Rock Vegas,2000,Comedy,90.0,PG,Average,3.6,60000000,-24768635,57.0,85.0,15517,500,32,1000,891.0
Beloved,1998,Drama,172.0,R,Average,5.9,55000000,-32156953,78.0,207.0,6082,853,438,852,637.0
Erin Brockovich,2000,Biography,131.0,R,High,7.3,52000000,73548685,169.0,498.0,135246,0,0,8000,883.0
America's Sweethearts,2001,Comedy,102.0,PG-13,Average,5.7,48000000,45607673,142.0,343.0,47573,881,148,8000,973.0
Horrible Bosses 2,2014,Comedy,116.0,R,Average,6.3,42000000,12414716,196.0,187.0,114294,12000,51,18000,11000.0
30 Days of Night,2007,Horror,113.0,R,Average,6.6,32000000,7568996,304.0,527.0,138435,0,171,430,72.0
Identity,2003,Mystery,91.0,R,High,7.3,30000000,21475962,136.0,714.0,177828,11000,446,1000,872.0
The Fifth Estate,2013,Biography,128.0,R,Average,6.2,28000000,-24745828,224.0,105.0,29282,11000,386,19000,17000.0
Kingpin,1996,Comedy,117.0,PG-13,High,6.9,27000000,-2055787,62.0,185.0,63459,3000,101,13000,852.0
The Weather Man,2005,Comedy,102.0,R,Average,6.6,22000000,-9530189,156.0,316.0,69172,0,563,12000,442.0
500 Days of Summer,2009,Comedy,95.0,PG-13,High,7.7,7500000,24891374,331.0,494.0,376600,40000,464,23000,17000.0
Lakeview Terrace,2008,Crime,110.0,PG-13,Average,6.1,22000000,17263506,165.0,135.0,40469,0,119,1000,931.0
12 Rounds,2009,Action,108.0,PG-13,Average,5.6,22000000,-9767063,113.0,113.0,22823,0,212,969,795.0
People I Know,2002,Crime,100.0,R,Average,5.5,22000000,-21878028,42.0,81.0,9868,217,3,14000,506.0
The Exorcism of Emily Rose,2005,Drama,122.0,PG-13,High,6.7,20000000,55072454,233.0,522.0,96569,0,301,1000,539.0
Prom Night,2008,Horror,89.0,PG-13,Average,3.9,20000000,23818159,146.0,260.0,27664,1000,29,2000,690.0
Megaforce,1982,Action,99.0,PG,Average,3.5,20000000,-14666342,40.0,54.0,2541,0,379,456,278.0
American Dreamz,2006,Comedy,107.0,PG-13,Average,5.5,19000000,-11843275,153.0,217.0,22639,300,80,2000,2000.0
The Lizzie McGuire Movie,2003,Adventure,94.0,PG,Average,5.3,17000000,25672630,66.0,172.0,27580,0,13,925,738.0
Army of Darkness,1992,Comedy,88.0,R,High,7.6,13000000,-1498907,221.0,604.0,128850,10000,0,901,889.0
Phone Booth,2002,Crime,81.0,R,High,7.1,13000000,33563158,216.0,629.0,207934,0,541,991,465.0
Happy Gilmore,1996,Comedy,92.0,PG-13,High,7.0,12000000,26624000,77.0,289.0,156143,0,221,11000,503.0
Employee of the Month,2006,Comedy,103.0,PG-13,Average,5.5,12000000,16435406,85.0,151.0,37681,0,27,1000,809.0
Logan's Run,1976,Action,119.0,PG,High,6.8,9000000,16000000,112.0,242.0,39847,0,23,1000,659.0
Bottle Rocket,1996,Comedy,91.0,R,High,7.1,7000000,-5959121,83.0,184.0,54478,0,0,387,96.0
3 Strikes,2000,Comedy,82.0,R,Average,4.0,6000000,3821335,22.0,10.0,1415,118,69,939,706.0
Star Wars: Episode III - Revenge of the Sith,2005,Action,140.0,PG-13,High,7.6,113000000,267262555,359.0,3286.0,520104,10000,0,20000,16000.0
Chain Letter,2009,Horror,88.0,R,Average,4.1,5000000,-4857000,63.0,48.0,4122,0,26,487,298.0
Die Hard with a Vengeance,1995,Action,128.0,R,High,7.6,90000000,10012500,148.0,346.0,299258,0,323,13000,559.0
Waiting...,2005,Comedy,94.0,R,High,6.8,3000000,13101109,91.0,236.0,76467,0,6,16000,1000.0
Julia,1977,Drama,117.0,PG,High,7.4,7840000,-6474892,38.0,44.0,6454,733,160,11000,949.0
Saint John of Las Vegas,2009,Comedy,85.0,R,Average,5.8,3800000,-3699331,45.0,11.0,2522,407,0,22000,12000.0
The Young Messiah,2016,Drama,111.0,PG-13,Average,5.4,18500000,-12037424,24.0,30.0,1449,0,19,241,118.0
Joe Dirt,2001,Adventure,91.0,PG-13,Average,5.9,17700000,9387695,78.0,205.0,41664,0,29,861,593.0
Abraham Lincoln: Vampire Hunter,2012,Action,105.0,R,Average,5.9,69000000,-31483987,393.0,348.0,128629,98000,335,3000,3000.0
Les Mis©rables,2012,Drama,158.0,PG-13,High,7.6,61000000,87775460,488.0,845.0,243834,144000,0,20000,13000.0
Reds,1981,Biography,195.0,PG,High,7.5,35000000,55356857,57.0,127.0,16255,0,631,635,631.0
RoboCop 3,1993,Action,104.0,PG-13,Average,3.9,23500000,-12803790,75.0,180.0,35018,716,87,1000,826.0
Aliens,1986,Action,154.0,R,High,8.4,18500000,66700000,250.0,1076.0,488537,18000,0,2000,626.0
Moulin Rouge!,2001,Drama,127.0,PG-13,High,7.6,52500000,4886369,209.0,2319.0,224013,10000,1000,1000,691.0
Ghost World,2001,Comedy,111.0,R,High,7.4,7000000,-799244,122.0,488.0,96129,5000,72,19000,12000.0
Thirteen Conversations About One Thing,2001,Drama,104.0,R,High,7.1,4500000,-1212565,79.0,115.0,8603,430,11,11000,813.0
All the Real Girls,2003,Drama,108.0,R,High,6.9,2500000,-1951288,88.0,126.0,9233,571,234,11000,552.0
Family Plot,1976,Comedy,120.0,PG,High,6.8,4490375,8709625,67.0,111.0,15293,609,13000,897,844.0
Murderball,2005,Documentary,88.0,R,High,7.8,1750211,-226328,110.0,70.0,9037,0,30,15,0.0
The Virginity Hit,2010,Comedy,86.0,R,Average,4.6,3400000,-2864751,46.0,13.0,3467,974,10,189,131.0
Airborne,1993,Adventure,91.0,PG,Average,6.2,2600000,250263,9.0,70.0,5061,0,38,584,399.0
Dante's Peak,1997,Action,108.0,PG-13,Average,5.8,116000000,-48844258,93.0,277.0,62271,0,79,650,293.0
Seabiscuit,2003,Drama,140.0,PG-13,High,7.3,87000000,33147445,175.0,455.0,57661,0,378,12000,947.0
Shooter,2007,Action,124.0,R,High,7.2,61000000,-14024817,198.0,338.0,256213,0,845,650,467.0
After the Sunset,2004,Action,97.0,PG-13,Average,6.3,58000000,-29671868,117.0,147.0,38298,782,420,4000,3000.0
Gods and Generals,2003,Drama,280.0,PG-13,Average,6.3,56000000,-43129431,84.0,497.0,13215,953,33,789,640.0
Seven Pounds,2008,Drama,123.0,PG-13,High,7.7,55000000,14951824,202.0,599.0,232710,26000,125,10000,3000.0
Riding in Cars with Boys,2001,Biography,132.0,PG-13,Average,6.4,48000000,-18218547,89.0,210.0,22447,0,545,919,811.0
Serenity,2005,Action,119.0,PG-13,High,8.0,40000000,-14664065,276.0,1594.0,242599,14000,0,2000,505.0
How to Be Single,2016,Comedy,110.0,R,Average,6.1,38000000,8813366,148.0,83.0,39440,15000,11,2000,756.0
Elf,2003,Comedy,97.0,PG,High,6.9,33000000,140381405,152.0,395.0,147597,21000,4000,22000,11000.0
Taking Woodstock,2009,Comedy,120.0,R,High,6.7,30000000,-22556993,210.0,71.0,24663,0,0,579,489.0
Keeping the Faith,2000,Comedy,128.0,PG-13,Average,6.4,30000000,7036404,148.0,259.0,44816,0,0,955,869.0
Anchorman: The Legend of Ron Burgundy,2004,Comedy,98.0,PG-13,High,7.2,26000000,58136909,181.0,577.0,267921,0,285,640000,8000.0
Unaccompanied Minors,2006,Adventure,90.0,PG,Average,5.1,26000000,-9352616,73.0,56.0,8398,498,176,931,839.0
Agent Cody Banks,2003,Action,102.0,PG,Average,5.0,26000000,21285499,79.0,104.0,26755,542,91,1000,934.0
Star Trek IV: The Voyage Home,1986,Adventure,119.0,PG,High,7.3,25000000,84713132,106.0,219.0,61621,0,12000,12000,664.0
The Men Who Stare at Goats,2009,Comedy,94.0,R,Average,6.2,25000000,7416109,271.0,268.0,109620,15000,293,18000,12000.0
There's Something About Mary,1998,Comedy,107.0,R,High,7.1,23000000,153483808,171.0,611.0,247289,0,101,931,852.0
"Synecdoche, New York",2008,Comedy,124.0,R,High,7.5,21000000,-17918075,245.0,274.0,55842,13000,0,22000,1000.0
Everybody's Fine,2009,Adventure,99.0,PG-13,High,7.2,21000000,-12144354,160.0,117.0,49855,10000,52,22000,1000.0
The Crazies,2010,Horror,101.0,R,Average,6.5,20000000,19103378,308.0,251.0,93272,0,42,991,894.0
A Cinderella Story,2004,Comedy,95.0,PG,Average,5.9,20000000,31431160,69.0,232.0,62861,0,15,1000,852.0
Bad Teacher,2011,Comedy,97.0,R,Average,5.7,20000000,80292856,286.0,296.0,160418,16000,52,3000,957.0
The Princess Bride,1987,Adventure,98.0,PG,High,8.1,16000000,14857814,185.0,718.0,294163,33000,0,18000,636.0
A Mighty Heart,2007,Biography,108.0,R,High,6.7,16000000,-6827190,190.0,118.0,24150,923,187,11000,883.0
Not Another Teen Movie,2001,Comedy,99.0,R,Average,5.7,16000000,21882551,97.0,393.0,80305,0,11,11000,983.0
Malibu's Most Wanted,2003,Comedy,86.0,PG-13,Average,5.1,16000000,18308901,37.0,87.0,15939,0,14,833,807.0
First Blood,1982,Action,93.0,R,High,7.7,15000000,-14745558,145.0,376.0,172489,0,270,13000,954.0
When Harry Met Sally...,1989,Comedy,89.0,R,High,7.6,16000000,76823600,114.0,273.0,149108,0,0,227,73.0
The Lucky Ones,2008,Comedy,115.0,R,High,7.0,15000000,-14816912,57.0,36.0,11704,702,168,697,329.0
Cool Runnings,1993,Adventure,98.0,PG,High,6.9,15000000,53856263,39.0,97.0,69733,0,226,953,730.0
My Bloody Valentine,2009,Horror,101.0,R,Average,5.5,15000000,36527787,264.0,268.0,45603,0,71,10000,961.0
Kiss Kiss Bang Bang,2005,Comedy,103.0,R,High,7.6,15000000,-10764163,223.0,336.0,175962,0,1000,21000,1000.0
Crazy/Beautiful,2001,Drama,135.0,PG-13,Average,6.5,14000000,2929123,84.0,169.0,21406,0,134,4000,1000.0
Tales from the Crypt: Demon Knight,1995,Action,92.0,R,High,6.7,13000000,8088568,66.0,104.0,16646,0,226,1000,851.0
Raising Cain,1992,Crime,91.0,R,Average,6.0,12000000,9370057,33.0,80.0,9903,541,0,636,330.0
Tremors,1990,Comedy,96.0,PG-13,High,7.1,11000000,5667084,132.0,248.0,90070,11000,31,651,610.0
Killer Joe,2011,Crime,98.0,R,High,6.7,11000000,-9012238,376.0,216.0,59297,12000,607,11000,414.0
Poltergeist III,1988,Horror,98.0,PG-13,Average,4.5,10500000,3614488,66.0,114.0,13190,616,17,1000,887.0
Eve's Bayou,1997,Drama,109.0,R,High,7.3,6000000,8821531,31.0,209.0,6915,599,148,2000,434.0
Chain of Command,2015,Action,88.0,R,Average,3.5,5000000,-5000000,11.0,14.0,801,358,2,2000,872.0
The Lords of Salem,2012,Drama,101.0,R,Average,5.1,2500000,-1336492,234.0,166.0,20376,15000,0,1000,725.0
September Dawn,2007,Drama,111.0,R,Average,5.8,11000000,-9933445,43.0,111.0,2618,411,58,482,362.0
American Sniper,2014,Action,133.0,R,High,7.3,58800000,291323553,490.0,916.0,325264,112000,16000,14000,962.0
A Christmas Story,1983,Comedy,94.0,PG,High,8.1,4000000,16605209,109.0,458.0,104908,18000,84,662,577.0
Animal House,1978,Comedy,109.0,R,High,7.6,3000000,138600000,94.0,257.0,90177,0,644,1000,783.0
Before Sunset,2004,Drama,80.0,R,High,8.0,2700000,3092822,211.0,492.0,168398,13000,0,50,8.0
The Jacket,2005,Drama,94.0,R,High,7.1,29000000,-22698869,161.0,263.0,92850,0,11,1000,948.0
The Amityville Horror,2005,Drama,90.0,R,Average,6.0,19000000,45255243,220.0,518.0,80903,0,15,87000,17000.0
The Women,2008,Comedy,114.0,PG-13,Average,4.9,16500000,10396744,124.0,125.0,16582,0,15,851,680.0
True Romance,1993,Action,121.0,R,High,8.0,13000000,-718500,122.0,460.0,163492,15000,12000,11000,10000.0
Smiling Fish & Goat on Fire,1999,Comedy,90.0,R,High,7.6,40000,237233,21.0,26.0,2631,0,4,20000,467.0
The Runaways,2010,Biography,106.0,R,Average,6.6,10000000,-6428265,259.0,129.0,39260,0,50,17000,908.0
All Is Lost,2013,Action,106.0,PG-13,High,6.9,9000000,-2737058,346.0,312.0,59545,18000,78,0,957.0
Extract,2009,Comedy,92.0,R,Average,6.2,8000000,2814185,192.0,106.0,37530,0,406,24000,15000.0
Juno,2007,Comedy,96.0,PG-13,High,7.5,7500000,135992840,387.0,881.0,414345,10000,655,24000,3000.0
Get Low,2009,Drama,100.0,PG-13,High,7.1,7500000,1676553,160.0,97.0,19147,0,11,13000,3000.0
Do the Right Thing,1989,Drama,120.0,R,High,7.9,6500000,21045445,103.0,418.0,59524,0,0,782,652.0
The Texas Chain Saw Massacre,1974,Horror,88.0,R,High,7.5,83532,30775468,277.0,826.0,96410,0,365,383,371.0
School Daze,1988,Comedy,121.0,R,Average,5.8,6500000,8045844,22.0,38.0,4756,624,0,413,282.0
College,2008,Comedy,94.0,R,Average,4.6,6500000,-1806081,42.0,78.0,11011,422,0,1000,1000.0
Letters to God,2010,Drama,110.0,PG,Average,6.3,3500000,-651422,19.0,65.0,3942,0,13,439,399.0
Jawbreaker,1999,Comedy,87.0,R,Average,5.4,3500000,-428053,49.0,183.0,18711,0,18,3000,2000.0
The Devil's Advocate,1997,Drama,136.0,R,High,7.5,57000000,3984028,117.0,431.0,259519,11000,138,18000,14000.0
Waitress,2007,Comedy,108.0,PG-13,High,7.1,2000000,17067631,173.0,204.0,37714,0,191,597,541.0
Trucker,2008,Drama,90.0,R,High,6.7,2000000,-1947834,46.0,22.0,2792,371,7,87000,781.0
The Jimmy Show,2001,Comedy,96.0,R,Average,5.4,1500000,-1499297,9.0,21.0,480,47,436,474,436.0
To Save a Life,2009,Drama,120.0,PG-13,High,7.1,1000000,2773863,20.0,55.0,4583,0,3,984,801.0
Foolish,1999,Comedy,84.0,R,Average,4.3,2000000,4026908,16.0,13.0,536,43,11,489,469.0
Magic Mike XXL,2015,Comedy,115.0,R,Average,5.7,14800000,51209973,222.0,135.0,38202,41000,13,20000,17000.0
The Omega Code,1999,Action,100.0,PG-13,Average,3.5,7500000,5110552,39.0,206.0,4682,129,0,488,488.0
Basquiat,1996,Biography,108.0,R,High,6.9,3300000,-338009,42.0,78.0,15885,0,232,10000,720.0
Taxi Driver,1976,Crime,110.0,R,High,8.3,1300000,26994466,211.0,881.0,507063,35000,17000,22000,745.0
Journey from the Fall,2006,Drama,135.0,R,High,7.4,1592000,-953049,15.0,19.0,775,100,5,51,24.0
Take Shelter,2011,Drama,121.0,R,High,7.4,5000000,-3270031,359.0,219.0,68211,14000,337,982,463.0
I Spit on Your Grave,2010,Horror,105.0,R,Average,6.3,2000000,-1907599,225.0,209.0,56402,17000,68,635,445.0
The Wild Bunch,1969,Action,144.0,R,High,8.0,6244087,-5734663,147.0,287.0,63192,0,541,682,288.0
Clerks,1994,Comedy,102.0,R,High,7.8,230000,2921130,136.0,615.0,181749,0,0,898,657.0
The Call,2013,Crime,94.0,R,High,6.7,13000000,38872378,285.0,266.0,88241,23000,122,873,461.0
The Land Before Time,1988,Adventure,69.0,G,High,7.3,12500000,35592846,24.0,133.0,61753,5000,383,912,320.0
Amigo,2010,Drama,124.0,R,Average,5.8,1700000,-1516510,35.0,8.0,463,594,407,38,8.0
Brokeback Mountain,2005,Drama,134.0,R,High,7.7,14000000,69025853,357.0,2254.0,259837,13000,0,15000,13000.0
Margin Call,2011,Biography,107.0,R,High,7.1,3500000,1854039,290.0,225.0,92599,21000,78,18000,2000.0
Freakonomics,2010,Documentary,93.0,PG-13,Average,6.4,3000000,-2899325,73.0,23.0,5695,0,4,875,412.0
Gone with the Wind,1939,Drama,226.0,G,High,8.2,3977000,194678278,157.0,706.0,215340,16000,149,503,384.0
Club Dread,2004,Comedy,119.0,R,Average,5.6,8550000,-3557841,66.0,201.0,23823,713,422,861,499.0
I Love Your Work,2003,Drama,111.0,R,Average,5.4,1650000,-1647420,22.0,40.0,1618,63,1000,2000,163.0
The Kentucky Fried Movie,1977,Comedy,83.0,R,Average,6.5,650000,19350000,82.0,109.0,13915,0,644,119,29.0
High Noon,1952,Thriller,85.0,PG,High,8.1,750000,7250000,153.0,333.0,80193,3000,160,998,575.0
Roger & Me,1989,Documentary,91.0,R,High,7.5,160000,6546368,40.0,133.0,22800,667,909,909,91.0
Your Sister's Sister,2011,Comedy,90.0,R,High,6.7,125000,1448712,171.0,62.0,21618,3000,100,830,128.0
Pirates of the Caribbean: At World's End,2007,Action,169.0,PG-13,High,7.1,300000000,9404152,302.0,1238.0,471220,5200,563,40000,5000.0
Beetlejuice,1988,Comedy,92.0,PG,High,7.5,15000000,58326666,109.0,306.0,189413,15000,13000,925,692.0
Tangled,2010,Adventure,100.0,PG,High,7.8,260000000,-59192738,324.0,387.0,294810,29000,15,799,553.0
Spider-Man 3,2007,Action,156.0,PG-13,Average,6.2,258000000,78530303,392.0,1902.0,383056,3800,0,24000,11000.0
Captain America: Civil War,2016,Action,147.0,PG-13,High,8.2,250000000,157197282,516.0,1022.0,272670,72000,94,21000,19000.0
Avengers: Age of Ultron,2015,Action,141.0,PG-13,High,7.5,250000000,208991599,635.0,1117.0,462669,118000,0,26000,21000.0
Batman v Superman: Dawn of Justice,2016,Action,183.0,PG-13,High,6.9,250000000,80249062,673.0,3018.0,371639,197000,0,15000,4000.0
"Good Night, and Good Luck.",2005,Biography,93.0,PG,High,7.5,7500000,24001218,351.0,526.0,84070,0,0,21000,650.0
Pirates of the Caribbean: On Stranger Tides,2011,Action,136.0,PG-13,High,6.7,250000000,-8936125,448.0,484.0,370704,58000,252,40000,11000.0
Pirates of the Caribbean: Dead Man's Chest,2006,Action,151.0,PG-13,High,7.3,225000000,198032628,313.0,1832.0,522040,5000,563,40000,5000.0
Man of Steel,2013,Action,143.0,PG-13,High,7.2,225000000,66021565,733.0,2536.0,548573,118000,0,15000,3000.0
The Chronicles of Narnia: Prince Caspian,2008,Action,150.0,PG,Average,6.6,225000000,-83385977,258.0,438.0,149922,0,80,22000,216.0
Transformers: Age of Extinction,2014,Action,165.0,PG-13,Average,5.7,210000000,35428137,378.0,918.0,242420,56000,0,974,956.0
